source	target
TraesCS7A01G394800	TraesCS7D01G390300
TraesCS7A01G394900	TraesCS7D01G390400
TraesCS7A01G395000	TraesCS7D01G390600
TraesCS7A01G395200	TraesCS7D01G390800
TraesCS7A01G395300	TraesCS7D01G390900
TraesCS7A01G395500	TraesCS7D01G391000
TraesCS7A01G395600	TraesCS7D01G391100
TraesCS7A01G395700	TraesCS7D01G391400
TraesCS7A01G395900	TraesCS7D01G391600
TraesCS7A01G396200	TraesCS7D01G391800
TraesCS7A01G396500	TraesCS7D01G392000
TraesCS7A01G396600	TraesCS7D01G392100
TraesCS7A01G397900	TraesCS7D01G392300
TraesCS7A01G398000	TraesCS7D01G392400
TraesCS7A01G398200	TraesCS7D01G392500
TraesCS7A01G398300	TraesCS7D01G392600
TraesCS7A01G398400	TraesCS7D01G392800
TraesCS7A01G398600	TraesCS7D01G392900
TraesCS7A01G399000	TraesCS7D01G393200
TraesCS7A01G399100	TraesCS7D01G393300
TraesCS7A01G399700	TraesCS7D01G393500
TraesCS7A01G399800	TraesCS7D01G393600
TraesCS7A01G399900	TraesCS7D01G393700
TraesCS7A01G400100	TraesCS7D01G393900
TraesCS7A01G400700	TraesCS7D01G394500
TraesCS7A01G400800	TraesCS7D01G394700
TraesCS7A01G400900	TraesCS7D01G394800
TraesCS7A01G401200	TraesCS7D01G395100
TraesCS7A01G401500	TraesCS7D01G395300
TraesCS7A01G401900	TraesCS7D01G395700
TraesCS7A01G402000	TraesCS7D01G395800
TraesCS7A01G402100	TraesCS7D01G395900
TraesCS7A01G402200	TraesCS7D01G396000
TraesCS7A01G402300	TraesCS7D01G396100
TraesCS7A01G402400	TraesCS7D01G396200
TraesCS7A01G402500	TraesCS7D01G396300
TraesCS7A01G403200	TraesCS7D01G396700
TraesCS7A01G403300	TraesCS7D01G396800
TraesCS7A01G403500	TraesCS7D01G396900
TraesCS7A01G403700	TraesCS7D01G397100
TraesCS7A01G403900	TraesCS7D01G397300
TraesCS7A01G404000	TraesCS7D01G397400
TraesCS7A01G404100	TraesCS7D01G397500
TraesCS7A01G404200	TraesCS7D01G397600
TraesCS7A01G404300	TraesCS7D01G397700
TraesCS7A01G404400	TraesCS7D01G397800
TraesCS7A01G404800	TraesCS7D01G398100
TraesCS7A01G405200	TraesCS7D01G399100
TraesCS7A01G405300	TraesCS7D01G399200
TraesCS7A01G405400	TraesCS7D01G399300
TraesCS7A01G405500	TraesCS7D01G399400
TraesCS7A01G405600	TraesCS7D01G399500
TraesCS7A01G405700	TraesCS7D01G399600
TraesCS7A01G405800	TraesCS7D01G399700
TraesCS7A01G406000	TraesCS7D01G399800
TraesCS7A01G406200	TraesCS7D01G399900
TraesCS7A01G406300	TraesCS7D01G400000
TraesCS7A01G406400	TraesCS7D01G400100
TraesCS7A01G406500	TraesCS7D01G400200
TraesCS7A01G406900	TraesCS7D01G400500
TraesCS7A01G407000	TraesCS7D01G400600
TraesCS7A01G407200	TraesCS7D01G400700
TraesCS7A01G407300	TraesCS7D01G400800
TraesCS7A01G407700	TraesCS7D01G401400
TraesCS7A01G407800	TraesCS7D01G401500
TraesCS7A01G407900	TraesCS7D01G401600
TraesCS7A01G408500	TraesCS7D01G401800
TraesCS7A01G408600	TraesCS7D01G401900
TraesCS7A01G408800	TraesCS7D01G402100
TraesCS7A01G408900	TraesCS7D01G402200
TraesCS7A01G409100	TraesCS7D01G402300
TraesCS7A01G409800	TraesCS7D01G403000
TraesCS7A01G409900	TraesCS7D01G403100
TraesCS7A01G410000	TraesCS7D01G403200
TraesCS7A01G410100	TraesCS7D01G403300
TraesCS7A01G410200	TraesCS7D01G403400
TraesCS7A01G410300	TraesCS7D01G403500
TraesCS7A01G410700	TraesCS7D01G403700
TraesCS7A01G410900	TraesCS7D01G403900
TraesCS7A01G411000	TraesCS7D01G404000
TraesCS7A01G411100	TraesCS7D01G404100
TraesCS7A01G411200	TraesCS7D01G404200
TraesCS7A01G411300	TraesCS7D01G404400
TraesCS7A01G411400	TraesCS7D01G404500
TraesCS7A01G411600	TraesCS7D01G404800
TraesCS7A01G411700	TraesCS7D01G404900
TraesCS7A01G411800	TraesCS7D01G405000
TraesCS7A01G411900	TraesCS7D01G405100
TraesCS7A01G412000	TraesCS7D01G405200
TraesCS7A01G412100	TraesCS7D01G405300
TraesCS7A01G412300	TraesCS7D01G405400
TraesCS7A01G412400	TraesCS7D01G405500
TraesCS7A01G412600	TraesCS7D01G405700
TraesCS7A01G412700	TraesCS7D01G405900
TraesCS7A01G413100	TraesCS7D01G406200
TraesCS7A01G413600	TraesCS7D01G406900
TraesCS7A01G413700	TraesCS7D01G407000
TraesCS7A01G413800	TraesCS7D01G407100
TraesCS7A01G413900	TraesCS7D01G407200
TraesCS7A01G414100	TraesCS7D01G407300
TraesCS7A01G414200	TraesCS7D01G407400
TraesCS7A01G414300	TraesCS7D01G407500
TraesCS7A01G414500	TraesCS7D01G407600
TraesCS7A01G414600	TraesCS7D01G407700
TraesCS7A01G414700	TraesCS7D01G407800
TraesCS7A01G415000	TraesCS7D01G408000
TraesCS7A01G415100	TraesCS7D01G408300
TraesCS7A01G415200	TraesCS7D01G408400
TraesCS7A01G415300	TraesCS7D01G408500
TraesCS7A01G415500	TraesCS7D01G409000
TraesCS7A01G415800	TraesCS7D01G409100
TraesCS7A01G416000	TraesCS7D01G409200
TraesCS7A01G416100	TraesCS7D01G409400
TraesCS7A01G416200	TraesCS7D01G409500
TraesCS7A01G416300	TraesCS7D01G409600
TraesCS7A01G416400	TraesCS7D01G409700
TraesCS7A01G416600	TraesCS7D01G409800
TraesCS7A01G416800	TraesCS7D01G409900
TraesCS7A01G416900	TraesCS7D01G410000
TraesCS7A01G417000	TraesCS7D01G410100
TraesCS7A01G417200	TraesCS7D01G410300
TraesCS7A01G417600	TraesCS7D01G410500
TraesCS7A01G417900	TraesCS7D01G410900
TraesCS7A01G418000	TraesCS7D01G411000
TraesCS7A01G418100	TraesCS7D01G411100
TraesCS7A01G418600	TraesCS7D01G411300
TraesCS7A01G418800	TraesCS7D01G411400
TraesCS7A01G418900	TraesCS7D01G411500
TraesCS7A01G419100	TraesCS7D01G411600
TraesCS7A01G419200	TraesCS7D01G412000
TraesCS7A01G419300	TraesCS7D01G412100
TraesCS7A01G419500	TraesCS7D01G412400
TraesCS7A01G419600	TraesCS7D01G412500
TraesCS7A01G419800	TraesCS7D01G412600
TraesCS7A01G419900	TraesCS7D01G412700
TraesCS7A01G420000	TraesCS7D01G412800
TraesCS7A01G420400	TraesCS7D01G413100
TraesCS7A01G420500	TraesCS7D01G413200
TraesCS7A01G420600	TraesCS7D01G413300
TraesCS7A01G420900	TraesCS7D01G413000
TraesCS7A01G421100	TraesCS7D01G413500
TraesCS7A01G421300	TraesCS7D01G413600
TraesCS7A01G421400	TraesCS7D01G413700
TraesCS7A01G421700	TraesCS7D01G413900
TraesCS7A01G421800	TraesCS7D01G414000
TraesCS7A01G421900	TraesCS7D01G414100
TraesCS7A01G422000	TraesCS7D01G414200
TraesCS7A01G422100	TraesCS7D01G414300
TraesCS7A01G422200	TraesCS7D01G414400
TraesCS7A01G422300	TraesCS7D01G414500
TraesCS7A01G422400	TraesCS7D01G414600
TraesCS7A01G422600	TraesCS7D01G415000
TraesCS7A01G422700	TraesCS7D01G415100
TraesCS7A01G422800	TraesCS7D01G415200
TraesCS7A01G422900	TraesCS7D01G415300
TraesCS7A01G423100	TraesCS7D01G416000
TraesCS7A01G423200	TraesCS7D01G416100
TraesCS7A01G423600	TraesCS7D01G417800
TraesCS7A01G423800	TraesCS7D01G417700
TraesCS7A01G423900	TraesCS7D01G417600
TraesCS7A01G424100	TraesCS7D01G417400
TraesCS7A01G424200	TraesCS7D01G417300
TraesCS7A01G424300	TraesCS7D01G417100
TraesCS7A01G424500	TraesCS7D01G417000
TraesCS7A01G424700	TraesCS7D01G416900
TraesCS7A01G424800	TraesCS7D01G416800
TraesCS7A01G425000	TraesCS7D01G416700
TraesCS7A01G425200	TraesCS7D01G416600
TraesCS7A01G425500	TraesCS7D01G416400
TraesCS7A01G426800	TraesCS7D01G418800
TraesCS7A01G427500	TraesCS7D01G419800
TraesCS7A01G427600	TraesCS7D01G419900
TraesCS7A01G428200	TraesCS7D01G420500
TraesCS7A01G428300	TraesCS7D01G420400
TraesCS7A01G428400	TraesCS7D01G420800
TraesCS7A01G428500	TraesCS7D01G420900
TraesCS7A01G428700	TraesCS7D01G421000
TraesCS7A01G428800	TraesCS7D01G421100
TraesCS7A01G429100	TraesCS7D01G421200
TraesCS7A01G429200	TraesCS7D01G421300
TraesCS7A01G429300	TraesCS7D01G421400
TraesCS7A01G429400	TraesCS7D01G421500
TraesCS7A01G429500	TraesCS7D01G421600
TraesCS7A01G429600	TraesCS7D01G421800
TraesCS7A01G430000	TraesCS7D01G421900
TraesCS7A01G430500	TraesCS7D01G422500
TraesCS7A01G430800	TraesCS7D01G422700
TraesCS7A01G431000	TraesCS7D01G423000
TraesCS7A01G431200	TraesCS7D01G423200
TraesCS7A01G431500	TraesCS7D01G423300
TraesCS7A01G431600	TraesCS7D01G423400
TraesCS7A01G432000	TraesCS7D01G423700
TraesCS7A01G432100	TraesCS7D01G423800
TraesCS7A01G432200	TraesCS7D01G423900
TraesCS7A01G432600	TraesCS7D01G424300
TraesCS7A01G432800	TraesCS7D01G424400
TraesCS7A01G432900	TraesCS7D01G424500
TraesCS7A01G433000	TraesCS7D01G424600
TraesCS7A01G434200	TraesCS7D01G425000
TraesCS7A01G435000	TraesCS7D01G425700
TraesCS7A01G435300	TraesCS7D01G426000
TraesCS7A01G435400	TraesCS7D01G426100
TraesCS7A01G435500	TraesCS7D01G426200
TraesCS7A01G435600	TraesCS7D01G426500
TraesCS7A01G435700	TraesCS7D01G426400
TraesCS7A01G436200	TraesCS7D01G426800
TraesCS7A01G436400	TraesCS7D01G426700
TraesCS7A01G436500	TraesCS3D01G499000
TraesCS7A01G436600	TraesCS7D01G426600
TraesCS7A01G437200	TraesCS7D01G427100
TraesCS7A01G437300	TraesCS7D01G427200
TraesCS7A01G437700	TraesCS7D01G427500
TraesCS7A01G438100	TraesCS7D01G428000
TraesCS7A01G438200	TraesCS7D01G428100
TraesCS7A01G439100	TraesCS7D01G428700
TraesCS7A01G439200	TraesCS7D01G428800
TraesCS7A01G439300	TraesCS7D01G429000
TraesCS7A01G440300	TraesCS7D01G429800
TraesCS7A01G440500	TraesCS7D01G430000
TraesCS7A01G440800	TraesCS7D01G430200
TraesCS7A01G441100	TraesCS7D01G430400
TraesCS7A01G441200	TraesCS7D01G430600
TraesCS7A01G441400	TraesCS7D01G430700
TraesCS7A01G441800	TraesCS7D01G431000
TraesCS7A01G442300	TraesCS7D01G431200
TraesCS7A01G442500	TraesCS7D01G431500
TraesCS7A01G443000	TraesCS7D01G432200
TraesCS7A01G443100	TraesCS7D01G432300
TraesCS7A01G443200	TraesCS7D01G432400
TraesCS7A01G443300	TraesCS7D01G432500
TraesCS7A01G443400	TraesCS7D01G432600
TraesCS7A01G443500	TraesCS7D01G432700
TraesCS7A01G443800	TraesCS7D01G432900
TraesCS7A01G444200	TraesCS7D01G433000
TraesCS7A01G444600	TraesCS7D01G433300
TraesCS7A01G445400	TraesCS7D01G434000
TraesCS7A01G445500	TraesCS7D01G433900
TraesCS7A01G445600	TraesCS7D01G433800
TraesCS7A01G445700	TraesCS7D01G433700
TraesCS7A01G446000	TraesCS7D01G436100
TraesCS7A01G446100	TraesCS7D01G435900
TraesCS7A01G446200	TraesCS7D01G435800
TraesCS7A01G446300	TraesCS7D01G435600
TraesCS7A01G446400	TraesCS7D01G435500
TraesCS7A01G446500	TraesCS7D01G435400
TraesCS7A01G446700	TraesCS7D01G435200
TraesCS7A01G446900	TraesCS7D01G436800
TraesCS7A01G447000	TraesCS7D01G436900
TraesCS7A01G447300	TraesCS7D01G437000
TraesCS7A01G447700	TraesCS7D01G437400
TraesCS7A01G447800	TraesCS7D01G437500
TraesCS7A01G448100	TraesCS7D01G437600
TraesCS7A01G448600	TraesCS7D01G437900
TraesCS7A01G448900	TraesCS7D01G438200
TraesCS7A01G449000	TraesCS7D01G438300
TraesCS7A01G449500	TraesCS7D01G438600
TraesCS7A01G449600	TraesCS7D01G438700
TraesCS7A01G450000	TraesCS7D01G439200
TraesCS7A01G450100	TraesCS7D01G439300
TraesCS7A01G450200	TraesCS7D01G439400
TraesCS7A01G450400	TraesCS7D01G439800
TraesCS7A01G450600	TraesCS7D01G439900
TraesCS7A01G450700	TraesCS7D01G440000
TraesCS7A01G450900	TraesCS7D01G440100
TraesCS7A01G451100	TraesCS7D01G440200
TraesCS7A01G451200	TraesCS7D01G440300
TraesCS7A01G451600	TraesCS7D01G440500
TraesCS7A01G452100	TraesCS7D01G441100
TraesCS7A01G452200	TraesCS7D01G440800
TraesCS7A01G452300	TraesCS7D01G441200
TraesCS7A01G452400	TraesCS7D01G441500
TraesCS7A01G452600	TraesCS7D01G441800
TraesCS7A01G452800	TraesCS7D01G442100
TraesCS7A01G452900	TraesCS7D01G442200
TraesCS7A01G453000	TraesCS7D01G442300
TraesCS7A01G453100	TraesCS7D01G442500
TraesCS7A01G453200	TraesCS7D01G442600
TraesCS7A01G453700	TraesCS7D01G443000
TraesCS7A01G454300	TraesCS7D01G443400
TraesCS7A01G454900	TraesCS7D01G443800
TraesCS7A01G455200	TraesCS7D01G444100
TraesCS7A01G455300	TraesCS7D01G444200
TraesCS7A01G455400	TraesCS7D01G444300
TraesCS7A01G455800	TraesCS7D01G444700
TraesCS7A01G455900	TraesCS7D01G444800
TraesCS7A01G456000	TraesCS7D01G444900
TraesCS7A01G456300	TraesCS7D01G445000
TraesCS7A01G456600	TraesCS7D01G445300
TraesCS7A01G457100	TraesCS7D01G445600
TraesCS7A01G457200	TraesCS7D01G445800
TraesCS7A01G457400	TraesCS7D01G446000
TraesCS7A01G457500	TraesCS7D01G446100
TraesCS7A01G457600	TraesCS7D01G446200
TraesCS7A01G457800	TraesCS7D01G446300
TraesCS7A01G457900	TraesCS7D01G446400
TraesCS7A01G458600	TraesCS7D01G446600
TraesCS7A01G458700	TraesCS7D01G446700
TraesCS7A01G459100	TraesCS7D01G447000
TraesCS7A01G459200	TraesCS7D01G447100
TraesCS7A01G459400	TraesCS7D01G447200
TraesCS7A01G459500	TraesCS7D01G447300
TraesCS7A01G459700	TraesCS7D01G447500
TraesCS7A01G460000	TraesCS7D01G448000
TraesCS7A01G460100	TraesCS7D01G448100
TraesCS7A01G460600	TraesCS7D01G448500
TraesCS7A01G460700	TraesCS7D01G448600
TraesCS7A01G461000	TraesCS7D01G448900
TraesCS7A01G461100	TraesCS7D01G449300
TraesCS7A01G461200	TraesCS7D01G449400
TraesCS7A01G461300	TraesCS7D01G449500
TraesCS7A01G461400	TraesCS7D01G449600
TraesCS7A01G461500	TraesCS7D01G449700
TraesCS7A01G461600	TraesCS7D01G449800
TraesCS7A01G461800	TraesCS7D01G450100
TraesCS7A01G462800	TraesCS7D01G450700
TraesCS7A01G462900	TraesCS7D01G450800
TraesCS7A01G463000	TraesCS7D01G450900
TraesCS7A01G463200	TraesCS7D01G451000
TraesCS7A01G463300	TraesCS7D01G451200
TraesCS7A01G463500	TraesCS7D01G451300
TraesCS7A01G463600	TraesCS7D01G451400
TraesCS7A01G463900	TraesCS7D01G451500
TraesCS7A01G464000	TraesCS7D01G451600
TraesCS7A01G464100	TraesCS7D01G451700
TraesCS7A01G464200	TraesCS7D01G451800
TraesCS7A01G464300	TraesCS7D01G451900
TraesCS7A01G464400	TraesCS7D01G452000
TraesCS7A01G464500	TraesCS7D01G452100
TraesCS7A01G464600	TraesCS7D01G452200
TraesCS7A01G464700	TraesCS7D01G452400
TraesCS7A01G464800	TraesCS7D01G452500
TraesCS7A01G464900	TraesCS7D01G452600
TraesCS7A01G465000	TraesCS7D01G452700
TraesCS7A01G465100	TraesCS7D01G452800
TraesCS7A01G465200	TraesCS7D01G452900
TraesCS7A01G465500	TraesCS7D01G453000
TraesCS7A01G466000	TraesCS7D01G453600
TraesCS7A01G466100	TraesCS7D01G453800
TraesCS7A01G466600	TraesCS7D01G454200
TraesCS7A01G466800	TraesCS7D01G454600
TraesCS7A01G466900	TraesCS7D01G454700
TraesCS7A01G467000	TraesCS7D01G455400
TraesCS7A01G467800	TraesCS7D01G455200
TraesCS7A01G468400	TraesCS7D01G456000
TraesCS7A01G468500	TraesCS7D01G456200
TraesCS7A01G469300	TraesCS7D01G456900
TraesCS7A01G469800	TraesCS7D01G457200
TraesCS7A01G469900	TraesCS7D01G457300
TraesCS7A01G470100	TraesCS7D01G457400
TraesCS7A01G470200	TraesCS7D01G457600
TraesCS7A01G470300	TraesCS7D01G457700
TraesCS7A01G470400	TraesCS7D01G457800
TraesCS7A01G470700	TraesCS7D01G458000
TraesCS7A01G470800	TraesCS7D01G458200
TraesCS7A01G470900	TraesCS7D01G458300
TraesCS7A01G471000	TraesCS7D01G458400
TraesCS7A01G471400	TraesCS7D01G459200
TraesCS7A01G471900	TraesCS7D01G459300
TraesCS7A01G472300	TraesCS7D01G459400
TraesCS7A01G472500	TraesCS7D01G459700
TraesCS7A01G473200	TraesCS7D01G460200
TraesCS7A01G473300	TraesCS7D01G460400
TraesCS7A01G473900	TraesCS7D01G460800
TraesCS7A01G474000	TraesCS7D01G460900
TraesCS7A01G474100	TraesCS7D01G461100
TraesCS7A01G474200	TraesCS7D01G461200
TraesCS7A01G474400	TraesCS7D01G461500
TraesCS7A01G474600	TraesCS7D01G461600
TraesCS7A01G474700	TraesCS7D01G461700
TraesCS7A01G475100	TraesCS7D01G462900
TraesCS7A01G475300	TraesCS7D01G462400
TraesCS7A01G475400	TraesCS7D01G463100
TraesCS7A01G476700	TraesCS7D01G463300
TraesCS7A01G476800	TraesCS7D01G463400
TraesCS7A01G477300	TraesCS7D01G464800
TraesCS7A01G477900	TraesCS7D01G465400
TraesCS7A01G478100	TraesCS7D01G465500
TraesCS7A01G478200	TraesCS7D01G465600
TraesCS7A01G478600	TraesCS7D01G466000
TraesCS7A01G478700	TraesCS7D01G466100
TraesCS7A01G479100	TraesCS7D01G466400
TraesCS7A01G479300	TraesCS7D01G466700
TraesCS7A01G479900	TraesCS7D01G467000
TraesCS7A01G480100	TraesCS7D01G467100
TraesCS7A01G480400	TraesCS7D01G467300
TraesCS7A01G480700	TraesCS7D01G467500
TraesCS7A01G480800	TraesCS7D01G467600
TraesCS7A01G481500	TraesCS7D01G468600
TraesCS7A01G481600	TraesCS7D01G468700
TraesCS7A01G481700	TraesCS7D01G468800
TraesCS7A01G482000	TraesCS7D01G468900
TraesCS7A01G482100	TraesCS7D01G469000
TraesCS7A01G482200	TraesCS7D01G469100
TraesCS7A01G483100	TraesCS7D01G470000
TraesCS7A01G483200	TraesCS7D01G470100
TraesCS7A01G483400	TraesCS7D01G470500
TraesCS7A01G483700	TraesCS7D01G471300
TraesCS7A01G483800	TraesCS7D01G471100
TraesCS7A01G484200	TraesCS7D01G471600
TraesCS7A01G484300	TraesCS7D01G471700
TraesCS7A01G484600	TraesCS7D01G472000
TraesCS7A01G484700	TraesCS7D01G472100
TraesCS7A01G485100	TraesCS7D01G472500
TraesCS7A01G485300	TraesCS7D01G472600
TraesCS7A01G486500	TraesCS7D01G473000
TraesCS7A01G486700	TraesCS7D01G473200
TraesCS7A01G486800	TraesCS7D01G473300
TraesCS7A01G486900	TraesCS7D01G473400
TraesCS7A01G487300	TraesCS7D01G474100
TraesCS7A01G487800	TraesCS7D01G474500
TraesCS7A01G487900	TraesCS7D01G474600
TraesCS7A01G488200	TraesCS7D01G474700
TraesCS7A01G488400	TraesCS7D01G474900
TraesCS7A01G488500	TraesCS7D01G475000
TraesCS7A01G488600	TraesCS7D01G475100
TraesCS7A01G488800	TraesCS7D01G475200
TraesCS7A01G489000	TraesCS7D01G475300
TraesCS7A01G489500	TraesCS7D01G475900
TraesCS7A01G489600	TraesCS7D01G476000
TraesCS7A01G489800	TraesCS7D01G476200
TraesCS7A01G489900	TraesCS7D01G476300
TraesCS7A01G490000	TraesCS7D01G476400
TraesCS7A01G490200	TraesCS7D01G476600
TraesCS7A01G490300	TraesCS7D01G476700
TraesCS7A01G490400	TraesCS7D01G476800
TraesCS7A01G490500	TraesCS7D01G476900
TraesCS7A01G490700	TraesCS7D01G477000
TraesCS7A01G490800	TraesCS7D01G477100
TraesCS7A01G491200	TraesCS7D01G477500
TraesCS7A01G491300	TraesCS7D01G477600
TraesCS7A01G491600	TraesCS7D01G477800
TraesCS7A01G491800	TraesCS7D01G478100
TraesCS7A01G491900	TraesCS7D01G478500
TraesCS7A01G492100	TraesCS7D01G478700
TraesCS7A01G492400	TraesCS7D01G478800
TraesCS7A01G492800	TraesCS7D01G480500
TraesCS7A01G492900	TraesCS7D01G480600
TraesCS7A01G493100	TraesCS7D01G480800
TraesCS7A01G493400	TraesCS7D01G480900
TraesCS7A01G493500	TraesCS7D01G481000
TraesCS7A01G494000	TraesCS7D01G481100
TraesCS7A01G494200	TraesCS7D01G481400
TraesCS7A01G494300	TraesCS7D01G481500
TraesCS7A01G494400	TraesCS7D01G481600
TraesCS7A01G494600	TraesCS7D01G482000
TraesCS7A01G494700	TraesCS7D01G482100
TraesCS7A01G494800	TraesCS7D01G482200
TraesCS7A01G495300	TraesCS7D01G482700
TraesCS7A01G495400	TraesCS7D01G482600
TraesCS7A01G495500	TraesCS7D01G482800
TraesCS7A01G495600	TraesCS7D01G482900
TraesCS7A01G495800	TraesCS7D01G483200
TraesCS7A01G495900	TraesCS7D01G483300
TraesCS7A01G496300	TraesCS7D01G483500
TraesCS7A01G496400	TraesCS7D01G483600
TraesCS7A01G497200	TraesCS7D01G484400
TraesCS7A01G497600	TraesCS7D01G484900
TraesCS7A01G497700	TraesCS7D01G485000
TraesCS7A01G498200	TraesCS7D01G485500
TraesCS7A01G498400	TraesCS7D01G485600
TraesCS7A01G498900	TraesCS7D01G485900
TraesCS7A01G499000	TraesCS7D01G486000
TraesCS7A01G499200	TraesCS7D01G486100
TraesCS7A01G499500	TraesCS7D01G486300
TraesCS7A01G499600	TraesCS7D01G486400
TraesCS7A01G499800	TraesCS7D01G486600
TraesCS7A01G499900	TraesCS7D01G486800
TraesCS7A01G500600	TraesCS7D01G487000
TraesCS7A01G500700	TraesCS7D01G488000
TraesCS7A01G500900	TraesCS7D01G488300
TraesCS7A01G501400	TraesCS7D01G488800
TraesCS7A01G501600	TraesCS7D01G489000
TraesCS7A01G501700	TraesCS7D01G489100
TraesCS7A01G501900	TraesCS4D01G326000
TraesCS7A01G502400	TraesCS7D01G489700
TraesCS7A01G502600	TraesCS7D01G490100
TraesCS7A01G502700	TraesCS7D01G490000
TraesCS7A01G502900	TraesCS7D01G490300
TraesCS7A01G503000	TraesCS7D01G490400
TraesCS7A01G503600	TraesCS1D01G010500
TraesCS7A01G503700	TraesCS1D01G010400
TraesCS7A01G503800	TraesCS1D01G010300
TraesCS7A01G504100	TraesCS7D01G491200
TraesCS7A01G504500	TraesCS7D01G491600
TraesCS7A01G504700	TraesCS7D01G491900
TraesCS7A01G504800	TraesCS7D01G492000
TraesCS7A01G504900	TraesCS7D01G492200
TraesCS7A01G505100	TraesCS7D01G492700
TraesCS7A01G505700	TraesCS7D01G493700
TraesCS7A01G506200	TraesCS7D01G494300
TraesCS7A01G506300	TraesCS7D01G494400
TraesCS7A01G506400	TraesCS7D01G494500
TraesCS7A01G506500	TraesCS7D01G494600
TraesCS7A01G506600	TraesCS7D01G494700
TraesCS7A01G506800	TraesCS7D01G495300
TraesCS7A01G506900	TraesCS7D01G495400
TraesCS7A01G507100	TraesCS7D01G495600
TraesCS7A01G507700	TraesCS7D01G495800
TraesCS7A01G507800	TraesCS7D01G496000
TraesCS7A01G507900	TraesCS7D01G496100
TraesCS7A01G508000	TraesCS7D01G496200
TraesCS7A01G508200	TraesCS7D01G496400
TraesCS7A01G508700	TraesCS7D01G497700
TraesCS7A01G508800	TraesCS7D01G497400
TraesCS7A01G510000	TraesCS7D01G499300
TraesCS7A01G510200	TraesCS7D01G499500
TraesCS7A01G510300	TraesCS7D01G499600
TraesCS7A01G510700	TraesCS7D01G500100
TraesCS7A01G510800	TraesCS7D01G500200
TraesCS7A01G510900	TraesCS7D01G500300
TraesCS7A01G511200	TraesCS7D01G500500
TraesCS7A01G511900	TraesCS7D01G500900
TraesCS7A01G512100	TraesCS7D01G500700
TraesCS7A01G512300	TraesCS7D01G501700
TraesCS7A01G513200	TraesCS7D01G490800
TraesCS7A01G514600	TraesCS7D01G504900
TraesCS7A01G514800	TraesCS7D01G505200
TraesCS7A01G515000	TraesCS7D01G505400
TraesCS7A01G515200	TraesCS7D01G505600
TraesCS7A01G515500	TraesCS7D01G506000
TraesCS7A01G515600	TraesCS7D01G506100
TraesCS7A01G516100	TraesCS7D01G506400
TraesCS7A01G516300	TraesCS7D01G506500
TraesCS7A01G516400	TraesCS7D01G506600
TraesCS7A01G516500	TraesCS7D01G506700
TraesCS7A01G516600	TraesCS7D01G506800
TraesCS7A01G516700	TraesCS7D01G506900
TraesCS7A01G516800	TraesCS7D01G507100
TraesCS7A01G517000	TraesCS7D01G507200
TraesCS7A01G517100	TraesCS7D01G507300
TraesCS7A01G517200	TraesCS7D01G507400
TraesCS7A01G517600	TraesCS7D01G507500
TraesCS7A01G517700	TraesCS7D01G507600
TraesCS7A01G517800	TraesCS7D01G507700
TraesCS7A01G517900	TraesCS7D01G507900
TraesCS7A01G518100	TraesCS7D01G508000
TraesCS7A01G518200	TraesCS7D01G508100
TraesCS7A01G518300	TraesCS7D01G508200
TraesCS7A01G518500	TraesCS7D01G508400
TraesCS7A01G519600	TraesCS7D01G509300
TraesCS7A01G519700	TraesCS7D01G509400
TraesCS7A01G519900	TraesCS7D01G509600
TraesCS7A01G520300	TraesCS7D01G510000
TraesCS7A01G520500	TraesCS7D01G510200
TraesCS7A01G520600	TraesCS7D01G510300
TraesCS7A01G520700	TraesCS7D01G510400
TraesCS7A01G520800	TraesCS7D01G510600
TraesCS7A01G521200	TraesCS7D01G510700
TraesCS7A01G521300	TraesCS7D01G510800
TraesCS7A01G521400	TraesCS7D01G510900
TraesCS7A01G521600	TraesCS7D01G511100
TraesCS7A01G521800	TraesCS7D01G511300
TraesCS7A01G521900	TraesCS7D01G511400
TraesCS7A01G522900	TraesCS7D01G512100
TraesCS7A01G523000	TraesCS7D01G512200
TraesCS7A01G523700	TraesCS7D01G512500
TraesCS7A01G523800	TraesCS7D01G512800
TraesCS7A01G523900	TraesCS7D01G512900
TraesCS7A01G524200	TraesCS7D01G513000
TraesCS7A01G524500	TraesCS7D01G513400
TraesCS7A01G524600	TraesCS7D01G513500
TraesCS7A01G525400	TraesCS7D01G514400
TraesCS7A01G525800	TraesCS7D01G514600
TraesCS7A01G525900	TraesCS7D01G514700
TraesCS7A01G526000	TraesCS7D01G514900
TraesCS7A01G526500	TraesCS7D01G515000
TraesCS7A01G526800	TraesCS7D01G515300
TraesCS7A01G527600	TraesCS7D01G515600
TraesCS7A01G527800	TraesCS7D01G515700
TraesCS7A01G527900	TraesCS7D01G515800
TraesCS7A01G528000	TraesCS7D01G516100
TraesCS7A01G528200	TraesCS7D01G516400
TraesCS7A01G528600	TraesCS7D01G516500
TraesCS7A01G528700	TraesCS7D01G516700
TraesCS7A01G529200	TraesCS7D01G517000
TraesCS7A01G529600	TraesCS7D01G517700
TraesCS7A01G529900	TraesCS7D01G517800
TraesCS7A01G530300	TraesCS7D01G518100
TraesCS7A01G530600	TraesCS7D01G518400
TraesCS7A01G530700	TraesCS7D01G518600
TraesCS7A01G530800	TraesCS7D01G518800
TraesCS7A01G531000	TraesCS7D01G518900
TraesCS7A01G531500	TraesCS7D01G519000
